SN,Average
41792.0,52.5
41855.0,37.5
41856.0,27.5
41919.0,22.5
41920.0,12.5
41983.0,22.5
41984.0,6.5
42047.0,75.0
42048.0,42.5
42111.0,55.0
42112.0,75.0
42175.0,115.0
42176.0,18.5
42239.0,62.5
42240.0,185.0
42303.0,42.5
42304.0,85.0
42367.0,130.0
42368.0,225.0
42431.0,27.5
42432.0,32.5
42495.0,37.5
42496.0,27.5
42559.0,20.0
42560.0,27.5
42623.0,16.5
42624.0,11.0
42687.0,135.0
42688.0,75.0
42751.0,62.5
42752.0,75.0
42815.0,115.0
42816.0,16.5
42879.0,62.5
42880.0,185.0
42943.0,75.0
42944.0,42.5
43007.0,42.5
43008.0,52.5
43071.0,32.5
43072.0,42.5
43135.0,27.5
43136.0,37.5
43199.0,13.5
43200.0,37.5
43263.0,27.5
43264.0,31.5
43327.0,11.0
43328.0,36.5
43391.0,47.5
43392.0,52.5
43455.0,75.0
43456.0,32.5
43519.0,32.5
43520.0,42.5
43583.0,62.5
43584.0,75.0
43647.0,21.0
43648.0,105.0
43711.0,175.0
43712.0,77.5
43775.0,42.5
43776.0,95.0
43839.0,42.5
43840.0,75.0
43903.0,165.0
43904.0,205.0
43967.0,42.5
43968.0,42.5
44031.0,23.5
44032.0,29.0
44095.0,29.0
44096.0,36.0
44159.0,27.5
44160.0,36.5
44223.0,36.5
44224.0,15.0
44287.0,215.0
44288.0,41.0
44351.0,72.5
44352.0,72.5
44415.0,75.0
44416.0,95.0
44479.0,22.5
44480.0,105.0
44543.0,75.0
44544.0,575.0
44607.0,42.5
44608.0,95.0
44671.0,42.5
44672.0,42.5
44735.0,75.0
44736.0,160.0
44799.0,21.0
44800.0,29.0
44863.0,29.0
44864.0,27.5
44927.0,32.5
44928.0,42.5
44991.0,16.5
44992.0,47.5
45055.0,21.0
45056.0,15.0
45119.0,42.5
45120.0,215.0
45183.0,195.0
45184.0,135.0
45247.0,100.0
45248.0,210.0
45311.0,52.5
45312.0,22.5
45375.0,165.0
45376.0,23.5
45439.0,75.0
45440.0,575.0
45503.0,95.0
45504.0,62.5
45567.0,75.0
45568.0,75.0
45631.0,52.5
45632.0,52.5
45695.0,55.0
45696.0,85.0
45759.0,45.0
45760.0,55.0
45823.0,35.0
45824.0,35.0
45887.0,32.5
45888.0,32.5
45951.0,35.0
45952.0,55.0
46015.0,45.0
46016.0,32.5
46079.0,55.0
46080.0,55.0
46143.0,95.0
46144.0,52.5
46207.0,75.0
46208.0,85.0
46271.0,95.0
46272.0,95.0
46335.0,95.0
46336.0,65.0
46399.0,72.5
46400.0,95.0
46463.0,575.0
46464.0,205.0
46527.0,65.0
46528.0,205.0
46591.0,75.0
46592.0,55.0
46655.0,55.0
46656.0,75.0
46719.0,55.0
46720.0,55.0
46783.0,35.0
46784.0,27.5
46847.0,45.0
46848.0,45.0
46911.0,55.0
46912.0,55.0
46975.0,65.0
46976.0,32.5
47039.0,215.0
47040.0,55.0
47103.0,95.0
47104.0,55.0
47167.0,62.5
47168.0,22.5
47231.0,75.0
47232.0,52.5
47295.0,65.0
47296.0,65.0
47359.0,75.0
47360.0,75.0
47423.0,235.0
47424.0,55.0
47487.0,55.0
47488.0,45.0
47551.0,35.0
47552.0,45.0
47615.0,36.0
47616.0,37.5
47679.0,35.0
47680.0,27.5
47743.0,55.0
47744.0,25.0
47807.0,95.0
47808.0,165.0
47871.0,62.5
47872.0,27.5
47935.0,75.0
47936.0,75.0
47999.0,65.0
48000.0,205.0
48063.0,185.0
48064.0,55.0
48127.0,55.0
48128.0,82.5
48191.0,55.0
48192.0,45.0
48255.0,35.0
48256.0,45.0
48319.0,35.0
48320.0,35.0
48383.0,17.5
48384.0,25.0
48447.0,55.0
48448.0,29.0
48511.0,55.0
48512.0,165.0
48575.0,22.5
48576.0,85.0
48639.0,95.0
48640.0,95.0
48703.0,205.0
48704.0,95.0
48767.0,185.0
48768.0,55.0
48831.0,235.0
48832.0,55.0
48895.0,55.0
48896.0,55.0
48959.0,35.0
48960.0,29.0
49023.0,35.0
49024.0,65.0
49087.0,65.0
49088.0,37.5
49151.0,45.0
49152.0,37.5
49215.0,75.0
49216.0,55.0
49279.0,27.5
49280.0,62.5
49343.0,205.0
49344.0,55.0
49407.0,65.0
49408.0,65.0
49471.0,105.0
49472.0,105.0
49535.0,55.0
49536.0,55.0
49599.0,55.0
49600.0,75.0
49663.0,37.5
49664.0,21.0
49727.0,34.0
49728.0,42.5
49791.0,35.0
49792.0,32.5
49855.0,47.5
49856.0,25.0
49919.0,35.0
49920.0,35.0
49983.0,22.5
49984.0,45.0
50047.0,32.5
50048.0,55.0
50111.0,27.5
50112.0,21.0
50175.0,95.0
50176.0,237.5
50239.0,85.0
50240.0,175.0
50303.0,215.0
50304.0,35.0
50367.0,27.5
50368.0,62.5
50431.0,55.0
50432.0,85.0
50495.0,95.0
50496.0,65.0
50559.0,85.0
50560.0,52.5
50623.0,85.0
50624.0,105.0
50687.0,52.5
50688.0,62.5
50751.0,35.0
50752.0,17.5
50815.0,35.0
50816.0,37.5
50879.0,31.5
50880.0,55.0
50943.0,22.5
50944.0,22.5
51007.0,19.5
51008.0,96.0
51071.0,95.0
51072.0,75.0
51135.0,75.0
51136.0,95.0
51199.0,27.5
51200.0,22.5
51263.0,85.0
51264.0,85.0
51327.0,65.0
51328.0,425.0
51391.0,95.0
51392.0,85.0
51455.0,355.0
51456.0,62.5
51519.0,62.5
51520.0,62.5
51583.0,27.5
51584.0,27.5
51647.0,35.0
51648.0,37.5
51711.0,97.5
51712.0,45.0
51775.0,295.0
51776.0,62.5
51839.0,175.0
51840.0,155.0
51903.0,35.0
51904.0,95.0
51967.0,41.0
51968.0,65.0
52031.0,500.0
52032.0,265.0
52095.0,105.0
52096.0,65.0
52159.0,95.0
52160.0,105.0
52223.0,175.0
52224.0,355.0
52287.0,62.5
52288.0,62.5
52351.0,75.0
52352.0,45.0
52415.0,55.0
52416.0,32.5
52479.0,47.5
52480.0,65.0
52543.0,37.5
52544.0,27.5
52607.0,31.0
52608.0,127.5
52671.0,22.5
52672.0,37.5
52735.0,47.5
52736.0,20.0
52799.0,185.0
52800.0,175.0
52863.0,45.0
52864.0,110.0
52927.0,75.0
52928.0,47.5
52991.0,305.0
52992.0,72.5
53055.0,65.0
53056.0,235.0
53119.0,95.0
53120.0,55.0
53183.0,85.0
53184.0,105.0
53247.0,95.0
53248.0,85.0
53311.0,155.0
53312.0,155.0
53375.0,110.0
53376.0,110.0
53439.0,110.0
53440.0,110.0
53503.0,105.0
53504.0,105.0
53567.0,105.0
53568.0,105.0
53631.0,55.0
53632.0,95.0
53695.0,62.5
53696.0,85.0
53759.0,15.0
53760.0,45.0
53823.0,17.5
53824.0,75.0
53887.0,23.0
53888.0,38.5
53951.0,65.0
53952.0,35.0
54015.0,35.0
54016.0,35.0
54079.0,62.5
54080.0,85.0
54143.0,42.5
54144.0,35.0
54207.0,95.0
54208.0,95.0
54271.0,75.0
54272.0,95.0
54335.0,75.0
54336.0,32.5
54399.0,72.5
54400.0,55.0
54463.0,95.0
54464.0,425.0
54527.0,75.0
54528.0,75.0
54591.0,105.0
54592.0,75.0
54655.0,75.0
54656.0,62.5
54719.0,55.0
54720.0,37.5
54783.0,37.5
54784.0,55.0
54847.0,45.0
54848.0,95.0
54911.0,62.5
54912.0,95.0
54975.0,62.5
54976.0,62.5
55039.0,12.5
55040.0,45.0
55103.0,21.0
55104.0,25.0
55167.0,75.0
55168.0,35.0
55231.0,22.5
55232.0,22.5
55295.0,53.0
55296.0,27.5
55359.0,75.0
55360.0,55.0
55423.0,75.0
55424.0,32.5
55487.0,65.0
55488.0,95.0
55551.0,75.0
55552.0,205.0
55615.0,105.0
55616.0,105.0
55679.0,45.0
55680.0,45.0
55743.0,12.5
55744.0,45.0
55807.0,41.5
55808.0,43.0
55871.0,32.5
55872.0,55.0
55935.0,52.5
55936.0,65.0
55999.0,65.0
56000.0,255.0
56063.0,45.0
56064.0,95.0
56127.0,155.0
56128.0,75.0
56191.0,65.0
56192.0,65.0
56255.0,75.0
56256.0,75.0
56319.0,105.0
56320.0,105.0
56383.0,27.5
56384.0,245.0
56447.0,55.0
56448.0,55.0
56511.0,27.5
56512.0,75.0
56575.0,95.0
56576.0,55.0
56639.0,45.0
56640.0,17.5
56703.0,95.0
56704.0,55.0
56767.0,55.0
56768.0,275.0
56831.0,65.0
56832.0,95.0
56895.0,75.0
56896.0,205.0
56959.0,105.0
56960.0,105.0
57023.0,31.0
57024.0,245.0
57087.0,12.5
57088.0,45.0
57151.0,65.0
57152.0,35.0
57215.0,45.0
57216.0,45.0
57279.0,28.5
57280.0,22.5
57343.0,85.0
57344.0,55.0
57407.0,85.0
57408.0,32.5
57471.0,205.0
57472.0,85.0
57535.0,45.0
57536.0,105.0
57599.0,55.0
57600.0,65.0
57663.0,55.0
57664.0,55.0
57727.0,105.0
57728.0,57.5
57791.0,33.5
57792.0,50.0
57855.0,207.5
57856.0,95.0
57919.0,22.5
57920.0,55.0
57983.0,195.0
57984.0,155.0
58047.0,65.0
58048.0,95.0
58111.0,45.0
58112.0,32.5
58175.0,65.0
58176.0,55.0
58239.0,75.0
58240.0,75.0
58303.0,23.0
58304.0,36.0
58367.0,135.0
58368.0,265.0
58431.0,32.5
58432.0,195.0
58495.0,95.0
58496.0,75.0
58559.0,65.0
58560.0,45.0
58623.0,55.0
58624.0,45.0
58687.0,45.0
58688.0,55.0
58751.0,27.5
58752.0,22.5
58815.0,245.0
58816.0,95.0
58879.0,55.0
58880.0,27.5
58943.0,95.0
58944.0,65.0
59007.0,55.0
59008.0,45.0
59071.0,55.0
59072.0,55.0
59135.0,95.0
59136.0,35.0
59199.0,22.5
59200.0,25.0
59263.0,255.0
59264.0,245.0
59327.0,85.0
59328.0,32.5
59391.0,75.0
59392.0,205.0
59455.0,65.0
59456.0,85.0
59519.0,35.0
59520.0,45.0
59583.0,55.0
59584.0,35.0
59647.0,31.0
59648.0,37.5
59711.0,95.0
59712.0,95.0
59775.0,75.0
59776.0,85.0
59839.0,95.0
59840.0,75.0
59903.0,55.0
59904.0,85.0
59967.0,35.0
59968.0,45.0
60031.0,65.0
60032.0,65.0
60095.0,35.0
60096.0,37.5
60159.0,105.0
60160.0,105.0
60223.0,75.0
60224.0,85.0
60287.0,45.0
60288.0,85.0
60351.0,32.5
60352.0,55.0
60415.0,32.5
60416.0,42.5
60479.0,55.0
60480.0,75.0
60543.0,22.5
60544.0,19.0
60607.0,45.0
60608.0,45.0
60671.0,55.0
60672.0,85.0
60735.0,85.0
60736.0,45.0
60799.0,75.0
60800.0,75.0
60863.0,45.0
60864.0,35.0
60927.0,32.5
60928.0,42.5
60991.0,17.5
60992.0,27.0
61055.0,95.0
61056.0,95.0
61119.0,85.0
61120.0,75.0
61183.0,75.0
61184.0,205.0
61247.0,65.0
61248.0,55.0
61311.0,55.0
61312.0,55.0
61375.0,105.0
61376.0,37.5
61439.0,27.5
61440.0,19.0
61503.0,95.0
61504.0,95.0
61567.0,195.0
61568.0,55.0
61631.0,65.0
61632.0,425.0
61695.0,35.0
61696.0,95.0
61759.0,55.0
61760.0,45.0
61823.0,37.5
61824.0,55.0
61887.0,32.5
61888.0,22.5
61951.0,95.0
61952.0,95.0
62015.0,54.0
62016.0,275.0
62079.0,95.0
62080.0,75.0
62143.0,45.0
62144.0,95.0
62207.0,95.0
62208.0,37.5
62271.0,32.5
62272.0,45.0
62335.0,55.0
62336.0,45.0
62399.0,24.0
62400.0,17.5
62463.0,55.0
62464.0,235.0
62527.0,42.5
62528.0,75.0
62591.0,105.0
62592.0,65.0
62655.0,35.0
62656.0,95.0
62719.0,45.0
62720.0,45.0
62783.0,105.0
62784.0,29.0
62847.0,27.5
62848.0,35.0
62911.0,95.0
62912.0,85.0
62975.0,47.5
62976.0,57.5
63039.0,175.0
63040.0,95.0
63103.0,95.0
63104.0,95.0
63167.0,45.0
63168.0,45.0
63231.0,105.0
63232.0,37.5
63295.0,17.5
63296.0,32.5
63359.0,37.5
63360.0,245.0
63423.0,75.0
63424.0,95.0
63487.0,72.5
63488.0,72.5
63551.0,42.5
63552.0,55.0
63615.0,75.0
63616.0,45.0
63679.0,37.5
63680.0,37.5
63743.0,32.5
63744.0,245.0
63807.0,65.0
63808.0,95.0
63871.0,37.5
63872.0,95.0
63935.0,100.0
63936.0,55.0
63999.0,95.0
64000.0,45.0
64063.0,37.5
64064.0,35.0
64127.0,45.0
64128.0,22.5
64191.0,65.0
64192.0,95.0
64255.0,32.5
64256.0,105.0
64319.0,95.0
64320.0,155.0
64383.0,75.0
64384.0,65.0
64447.0,32.5
64448.0,37.5
64511.0,65.0
64512.0,35.0
64575.0,35.0
64576.0,35.0
64639.0,35.0
64640.0,22.5
64703.0,95.0
64704.0,37.5
64767.0,75.0
64768.0,55.0
64831.0,475.0
64832.0,205.0
64895.0,65.0
64896.0,42.5
64959.0,65.0
64960.0,42.5
65023.0,42.5
65024.0,27.5
65087.0,32.5
65088.0,27.5
65151.0,35.0
65152.0,32.5
65215.0,95.0
65216.0,235.0
65279.0,57.5
65280.0,55.0
65343.0,155.0
65344.0,205.0
65407.0,55.0
65408.0,95.0
65471.0,55.0
65472.0,45.0
65535.0,27.5
65536.0,62.5
65599.0,65.0
65600.0,45.0
65663.0,85.0
65664.0,75.0
65727.0,22.5
65728.0,19.0
65791.0,155.0
65792.0,205.0
65855.0,95.0
65856.0,55.0
65919.0,425.0
65920.0,205.0
65983.0,72.5
65984.0,72.5
66047.0,55.0
66048.0,65.0
66111.0,72.5
66112.0,72.5
66175.0,55.0
66176.0,85.0
66239.0,45.0
66240.0,55.0
66303.0,95.0
66304.0,235.0
66367.0,57.5
66368.0,65.0
66431.0,205.0
66432.0,125.0
66495.0,65.0
66496.0,62.5
66559.0,57.5
66560.0,42.5
66623.0,22.5
66624.0,62.5
66687.0,55.0
66688.0,55.0
66751.0,67.5
66752.0,31.5
66815.0,285.0
66816.0,135.0
66879.0,75.0
66880.0,275.0
66943.0,145.0
66944.0,27.5
67007.0,105.0
67008.0,95.0
67071.0,72.5
67072.0,75.0
67135.0,55.0
67136.0,65.0
67199.0,77.5
67200.0,77.5
67263.0,22.5
67264.0,77.5
67327.0,65.0
67328.0,55.0
67391.0,55.0
67392.0,95.0
67455.0,55.0
67456.0,55.0
67519.0,55.0
67520.0,27.5
67583.0,55.0
67584.0,32.5
67647.0,235.0
67648.0,47.5
67711.0,95.0
67712.0,95.0
67775.0,145.0
67776.0,285.0
67839.0,155.0
67840.0,75.0
67903.0,35.0
67904.0,85.0
67967.0,155.0
67968.0,155.0
68031.0,135.0
68032.0,22.5
68095.0,205.0
68096.0,135.0
68159.0,105.0
68160.0,95.0
68223.0,135.0
68224.0,85.0
68287.0,72.5
68288.0,72.5
68351.0,105.0
68352.0,105.0
68415.0,72.5
68416.0,72.5
68479.0,57.5
68480.0,55.0
68543.0,72.5
68544.0,72.5
68607.0,72.5
68608.0,72.5
68671.0,45.0
68672.0,37.5
68735.0,52.5
68736.0,55.0
68799.0,37.5
68800.0,75.0
68863.0,55.0
68864.0,27.5
68927.0,32.5
68928.0,22.0
68991.0,227.5
68992.0,65.0
69055.0,275.0
69056.0,135.0
69119.0,55.0
69120.0,75.0
69183.0,72.5
69184.0,185.0
69247.0,22.5
69248.0,155.0
69311.0,105.0
69312.0,95.0
69375.0,67.5
69376.0,95.0
69439.0,67.5
69440.0,67.5
69503.0,75.0
69504.0,145.0
69567.0,35.0
69568.0,35.0
69631.0,35.0
69632.0,27.5
69695.0,27.5
69696.0,32.5
69759.0,35.0
69760.0,32.5
69823.0,215.0
69824.0,185.0
69887.0,275.0
69888.0,45.0
69951.0,45.0
69952.0,17.5
70015.0,205.0
70016.0,75.0
70079.0,85.0
70080.0,205.0
70143.0,95.0
70144.0,62.5
70207.0,55.0
70208.0,62.5
70271.0,62.5
70272.0,62.5
70335.0,32.5
70336.0,25.0
70399.0,22.5
70400.0,35.0
70463.0,35.0
70464.0,17.5
70527.0,35.0
70528.0,32.5
70591.0,215.0
70592.0,185.0
70655.0,35.0
70656.0,75.0
70719.0,22.5
70720.0,95.0
70783.0,425.0
70784.0,215.0
70847.0,135.0
70848.0,85.0
70911.0,42.5
70912.0,95.0
70975.0,205.0
70976.0,52.5
71039.0,42.5
71040.0,42.5
71103.0,32.5
71104.0,37.5
71167.0,35.0
71168.0,45.0
71231.0,24.0
71232.0,115.0
71295.0,185.0
71296.0,95.0
71359.0,275.0
71360.0,110.0
71423.0,85.0
71424.0,45.0
71487.0,125.0
71488.0,85.0
71551.0,62.5
71552.0,47.5
71615.0,47.5
71616.0,47.5
71679.0,225.0
71680.0,62.5
71743.0,47.5
71744.0,47.5
71807.0,48.5
71808.0,47.5
71871.0,47.5
71872.0,35.0
71935.0,37.5
71936.0,57.5
71999.0,115.0
72000.0,45.0
72063.0,41.5
72064.0,37.5
72127.0,95.0
72128.0,227.5
72191.0,55.0
72192.0,145.0
72255.0,65.0
72256.0,275.0
72319.0,52.5
72320.0,145.0
72383.0,425.0
72384.0,215.0
72447.0,205.0
72448.0,125.0
72511.0,47.5
72512.0,95.0
72575.0,95.0
72576.0,95.0
72639.0,62.5
72640.0,62.5
72703.0,115.0
72704.0,155.0
72767.0,47.5
72768.0,47.5
72831.0,47.5
72832.0,55.0
72895.0,47.5
72896.0,42.5
72959.0,125.0
72960.0,57.5
73023.0,19.0
73024.0,47.5
73087.0,36.5
73088.0,32.5
73151.0,215.0
73152.0,185.0
73215.0,275.0
73216.0,105.0
73279.0,95.0
73280.0,47.5
73343.0,75.0
73344.0,425.0
73407.0,95.0
73408.0,125.0
73471.0,95.0
73472.0,47.5
73535.0,62.5
73536.0,47.5
73599.0,125.0
73600.0,155.0
73663.0,82.5
73664.0,82.5
73727.0,37.5
73728.0,53.0
73791.0,57.5
73792.0,47.5
73855.0,57.5
73856.0,67.5
73919.0,105.0
73920.0,32.5
73983.0,205.0
73984.0,227.5
74047.0,97.5
74048.0,105.0
74111.0,37.5
74112.0,22.5
74175.0,85.0
74176.0,425.0
74239.0,92.5
74240.0,82.5
74303.0,92.5
74304.0,92.5
74367.0,82.5
74368.0,82.5
74431.0,37.5
74432.0,42.5
74495.0,42.5
74496.0,32.5
74559.0,22.5
74560.0,27.5
74623.0,42.5
74624.0,32.5
74687.0,245.0
74688.0,205.0
74751.0,275.0
74752.0,105.0
74815.0,42.5
74816.0,22.5
74879.0,65.0
74880.0,425.0
74943.0,82.5
74944.0,95.0
75007.0,82.5
75008.0,82.5
75071.0,82.5
75072.0,105.0
75135.0,17.5
75136.0,82.5
75199.0,32.5
75200.0,30.5
75263.0,72.5
75264.0,32.5
75327.0,55.0
75328.0,42.5
75391.0,32.5
75392.0,24.0
75455.0,225.0
75456.0,37.5
75519.0,295.0
75520.0,285.0
75583.0,67.5
75584.0,275.0
75647.0,95.0
75648.0,47.5
75711.0,140.0
75712.0,75.0
75775.0,82.5
75776.0,95.0
75839.0,52.5
75840.0,95.0
75903.0,375.0
75904.0,82.5
75967.0,72.5
75968.0,52.5
76031.0,72.5
76032.0,72.5
76095.0,37.5
76096.0,52.5
76159.0,22.5
76160.0,37.5
76223.0,77.5
76224.0,115.0
76287.0,67.5
76288.0,42.5
76351.0,32.5
76352.0,23.0
76415.0,52.5
76416.0,45.0
76479.0,245.0
76480.0,205.0
76543.0,85.0
76544.0,52.5
76607.0,75.0
76608.0,275.0
76671.0,62.5
76672.0,32.5
76735.0,95.0
76736.0,62.5
76799.0,245.0
76800.0,52.5
76863.0,125.0
76864.0,75.0
76927.0,95.0
76928.0,125.0
76991.0,62.5
76992.0,95.0
77055.0,82.5
77056.0,62.5
77119.0,72.5
77120.0,82.5
77183.0,95.0
77184.0,72.5
77247.0,62.5
77248.0,95.0
77311.0,82.5
77312.0,72.5
77375.0,175.0
77376.0,145.0
77439.0,72.5
77440.0,52.5
77503.0,62.5
77504.0,72.5
77567.0,51.5
77568.0,97.5
77631.0,32.5
77632.0,47.5
77695.0,95.0
77696.0,62.5
77759.0,27.5
77760.0,72.5
77823.0,36.5
77824.0,32.5
77887.0,205.0
77888.0,237.5
77951.0,55.0
77952.0,145.0
78015.0,32.5
78016.0,75.0
78079.0,32.5
78080.0,45.0
78143.0,125.0
78144.0,105.0
78207.0,135.0
78208.0,105.0
78271.0,77.5
78272.0,32.5
78335.0,32.5
78336.0,45.0
78399.0,105.0
78400.0,32.5
78463.0,32.5
78464.0,45.0
78527.0,105.0
78528.0,105.0
78591.0,65.0
78592.0,425.0
78655.0,52.5
78656.0,95.0
78719.0,82.5
78720.0,62.5
78783.0,62.5
78784.0,52.5
78847.0,57.5
78848.0,37.5
78911.0,77.5
78912.0,32.5
78975.0,37.5
78976.0,95.0
79039.0,105.0
79040.0,27.5
79103.0,232.5
79104.0,37.5
79167.0,145.0
79168.0,305.0
79231.0,275.0
79232.0,55.0
79295.0,105.0
79296.0,65.0
79359.0,52.5
79360.0,105.0
79423.0,425.0
79424.0,295.0
79487.0,85.0
79488.0,205.0
79551.0,82.5
79552.0,52.5
79615.0,95.0
79616.0,95.0
79679.0,62.5
79680.0,95.0
79743.0,52.5
79744.0,115.0
79807.0,52.5
79808.0,62.5
79871.0,62.5
79872.0,62.5
79935.0,12.5
79936.0,52.5
79999.0,22.5
80000.0,32.5
80063.0,75.0
80064.0,57.5
80127.0,27.5
80128.0,42.5
80191.0,27.5
80192.0,27.5
80255.0,77.5
80256.0,32.5
80319.0,47.5
80320.0,95.0
80383.0,37.5
80384.0,82.5
80447.0,85.0
80448.0,22.5
80511.0,26.0
80512.0,105.0
80575.0,38.5
80576.0,32.5
80639.0,37.5
80640.0,35.0
80703.0,205.0
80704.0,232.5
80767.0,205.0
80768.0,205.0
80831.0,305.0
80832.0,205.0
80895.0,145.0
80896.0,145.0
80959.0,55.0
80960.0,145.0
81023.0,275.0
81024.0,45.0
81087.0,37.5
81088.0,55.0
81151.0,105.0
81152.0,65.0
81215.0,105.0
81216.0,105.0
81279.0,75.0
81280.0,65.0
81343.0,105.0
81344.0,75.0
81407.0,42.5
81408.0,95.0
81471.0,62.5
81472.0,95.0
81535.0,95.0
81536.0,35.0
81599.0,62.5
81600.0,62.5
81663.0,77.5
81664.0,17.5
81727.0,77.5
81728.0,75.0
81791.0,17.5
81792.0,37.5
81855.0,25.0
81856.0,65.0
81919.0,75.0
81920.0,232.5
81983.0,45.0
81984.0,47.5
82047.0,55.0
82048.0,32.5
82111.0,75.0
82112.0,425.0
82175.0,62.5
82176.0,62.5
82239.0,145.0
82240.0,55.0
82303.0,62.5
82304.0,62.5
82367.0,22.5
82368.0,32.5
82431.0,47.5
82432.0,95.0
82495.0,27.5
82496.0,42.5
82559.0,232.5
82560.0,37.5
82623.0,45.0
82624.0,125.0
82687.0,42.5
82688.0,105.0
82751.0,425.0
82752.0,245.0
82815.0,95.0
82816.0,42.5
