year,Iws
2012.0,1.79
2012.0,3.58
2012.0,30.39
2012.0,34.41
2012.0,1.34
2012.0,1.79
2012.0,1.79
2012.0,1.79
2012.0,39.78
2012.0,42.91
2012.0,5.36
2012.0,0.89
2012.0,20.12
2012.0,24.14
2012.0,26.38
2012.0,29.51
2012.0,8.5
2012.0,10.29
2012.0,1.79
2012.0,3.13
2012.0,3.58
2012.0,5.37
2012.0,2.67
2012.0,3.13
2012.0,4.47
2012.0,1.79
2012.0,29.95
2012.0,31.74
2012.0,91.65
2012.0,93.44
2012.0,21.48
2012.0,23.27
2012.0,35.33
2012.0,37.12
2012.0,3.13
2012.0,3.13
2012.0,5.37
2012.0,8.5
2012.0,14.76
2012.0,16.55
2012.0,0.89
2012.0,1.79
2012.0,1.79
2012.0,3.58
2012.0,4.92
2012.0,8.94
2012.0,8.05
2012.0,11.18
2012.0,1.79
2012.0,4.92
2012.0,1.79
2012.0,1.79
2012.0,0.89
2012.0,1.79
2012.0,6.26
2012.0,9.39
2012.0,30.41
2012.0,31.3
2012.0,1.78
2012.0,2.67
2012.0,3.13
2012.0,4.02
2012.0,0.89
2012.0,0.89
2012.0,1.79
2012.0,1.79
2012.0,15.2
2012.0,18.33
2012.0,4.47
2012.0,6.26
2012.0,0.89
2012.0,4.02
2012.0,12.06
2012.0,16.98
2012.0,51.41
2012.0,55.43
2012.0,2.68
2012.0,0.89
2012.0,0.89
2012.0,1.78
2012.0,1.78
2012.0,1.79
2012.0,1.78
2012.0,2.67
2012.0,15.19
2012.0,19.21
2012.0,27.71
2012.0,28.6
2012.0,1.79
2012.0,3.58
2012.0,1.79
2012.0,1.79
2012.0,4.92
2012.0,5.81
2012.0,0.89
2012.0,1.79
2012.0,1.79
2012.0,3.13
2012.0,20.11
2012.0,24.13
2012.0,12.07
2012.0,15.2
2012.0,11.62
2012.0,17.43
2012.0,1.78
2012.0,3.13
2012.0,3.58
2012.0,3.13
2012.0,3.13
2012.0,6.26
2012.0,4.92
2012.0,6.71
2012.0,25.93
2012.0,33.08
2012.0,4.02
2012.0,8.04
2012.0,0.89
2012.0,1.78
2012.0,8.05
2012.0,9.84
2012.0,3.58
2012.0,1.79
2012.0,3.13
2012.0,0.89
2012.0,1.79
2012.0,3.13
2012.0,12.96
2012.0,17.88
2012.0,9.39
2012.0,0.89
2012.0,0.89
2012.0,2.68
2012.0,11.17
2012.0,15.19
2012.0,1.78
2012.0,0.89
2012.0,107.29
2012.0,118.47
2012.0,0.89
2012.0,1.79
2012.0,0.89
2012.0,0.89
2012.0,0.89
2012.0,0.89
2012.0,3.13
2012.0,4.92
2012.0,6.26
2012.0,0.89
2012.0,10.28
2012.0,13.41
2012.0,1.79
2012.0,1.79
2012.0,1.79
2012.0,2.68
2012.0,3.12
2012.0,1.79
2012.0,28.16
2012.0,32.18
2012.0,21.36
2012.0,22.25
2012.0,49.84
2012.0,50.73
2012.0,78.32
2012.0,79.21
2012.0,113.57
2012.0,117.59
2012.0,4.47
2012.0,8.49
2012.0,3.13
2012.0,4.92
2012.0,0.45
2012.0,0.89
2012.0,16.99
2012.0,0.89
2012.0,7.15
2012.0,10.28
2012.0,0.89
2012.0,1.79
2012.0,1.78
2012.0,3.13
2012.0,31.74
2012.0,40.68
2012.0,0.89
2012.0,0.89
2012.0,3.12
2012.0,1.79
2012.0,21.9
2012.0,27.71
2012.0,13.86
2012.0,0.89
2012.0,0.89
2012.0,0.89
2012.0,189.56
2012.0,200.74
2012.0,446.58
2012.0,450.6
2012.0,5.37
2012.0,8.5
2012.0,1.79
2012.0,4.92
2012.0,4.46
2012.0,5.35
2012.0,125.15
2012.0,132.3
2012.0,36.2
2012.0,45.14
2012.0,288.32
2012.0,293.24
2012.0,0.89
2012.0,1.79
2012.0,7.15
2012.0,14.3
2012.0,3.58
2012.0,5.37
2012.0,4.02
2012.0,0.89
2012.0,2.67
2012.0,1.79
2012.0,0.89
2012.0,1.34
2012.0,3.13
2012.0,3.13
2012.0,3.13
2012.0,6.26
2012.0,9.83
2012.0,12.96
2012.0,0.89
2012.0,0.89
2012.0,155.57
2012.0,161.38
2012.0,3.58
2012.0,6.71
2012.0,4.45
2012.0,0.89
2012.0,1.79
2012.0,3.58
2012.0,1.34
2012.0,1.79
2012.0,29.95
2012.0,35.76
2012.0,3.13
2012.0,4.92
2012.0,62.57
2012.0,72.4
2012.0,305.29
2012.0,309.31
2012.0,8.5
2012.0,10.29
2012.0,12.51
2012.0,14.3
2012.0,7.16
2012.0,8.95
2012.0,110.89
2012.0,111.78
2012.0,3.58
2012.0,0.89
2012.0,29.95
2012.0,41.13
2012.0,1.79
2012.0,0.89
2012.0,9.84
2012.0,12.97
2012.0,13.41
2012.0,17.43
2012.0,17.88
2012.0,26.82
2012.0,0.45
2012.0,0.89
2012.0,8.94
2012.0,12.07
2012.0,5.34
2012.0,0.89
2012.0,0.89
2012.0,4.91
2012.0,42.46
2012.0,49.61
2012.0,98.35
2012.0,106.4
2012.0,1.79
2013.0,5.81
2013.0,185.09
2013.0,194.03
2013.0,3.13
2013.0,4.92
2013.0,1.79
2013.0,2.68
2013.0,22.34
2013.0,25.47
2013.0,0.89
2013.0,1.34
2013.0,82.24
2013.0,1.79
2013.0,13.86
2013.0,16.99
2013.0,2.67
2013.0,3.56
2013.0,1.79
2013.0,2.68
2013.0,0.89
2013.0,1.78
2013.0,1.78
2013.0,2.67
2013.0,22.36
2013.0,1.79
2013.0,2.68
2013.0,4.47
2013.0,6.71
2013.0,8.5
2013.0,0.9
2013.0,1.79
2013.0,1.78
2013.0,2.67
2013.0,7.16
2013.0,8.95
2013.0,0.45
2013.0,3.13
2013.0,7.6
2013.0,9.39
2013.0,1.79
2013.0,3.58
2013.0,0.89
2013.0,1.78
2013.0,1.79
2013.0,3.58
2013.0,1.79
2013.0,0.89
2013.0,27.27
2013.0,30.4
2013.0,0.89
2013.0,1.79
2013.0,16.54
2013.0,0.89
2013.0,0.89
2013.0,1.78
2013.0,4.92
2013.0,4.02
2013.0,3.13
2013.0,6.26
2013.0,7.15
2013.0,10.28
2013.0,5.37
2013.0,8.5
2013.0,7.15
2013.0,14.3
2013.0,1.79
2013.0,5.81
2013.0,34.41
2013.0,37.54
2013.0,5.37
2013.0,8.5
2013.0,7.15
2013.0,10.28
2013.0,8.05
2013.0,12.07
2013.0,2.68
2013.0,3.13
2013.0,1.34
2013.0,2.23
2013.0,8.05
2013.0,9.84
2013.0,0.89
2013.0,1.78
2013.0,21.91
2013.0,23.7
2013.0,4.91
2013.0,9.83
2013.0,48.28
2013.0,60.35
2013.0,14.76
2013.0,17.89
2013.0,7.14
2013.0,10.27
2013.0,3.13
2013.0,3.13
2013.0,1.78
2013.0,3.13
2013.0,0.45
2013.0,0.89
2013.0,29.95
2013.0,38.0
2013.0,148.85
2013.0,1.79
2013.0,1.78
2013.0,1.79
2013.0,8.94
2013.0,0.89
2013.0,14.31
2013.0,18.33
2013.0,1.79
2013.0,0.89
2013.0,10.73
2013.0,14.75
2013.0,0.89
2013.0,4.91
2013.0,12.51
2013.0,1.79
2013.0,4.02
2013.0,7.15
2013.0,11.17
2013.0,16.09
2013.0,89.84
2013.0,94.76
2013.0,2.68
2013.0,4.02
2013.0,22.36
2013.0,25.49
2013.0,0.89
2013.0,4.92
2013.0,20.57
2013.0,4.02
2013.0,14.3
2013.0,17.43
2013.0,68.41
2013.0,70.2
2013.0,8.05
2013.0,5.81
2013.0,0.89
2013.0,1.78
2013.0,0.89
2013.0,1.79
2013.0,57.23
2013.0,67.06
2013.0,23.25
2013.0,25.04
2013.0,45.59
2013.0,56.77
2013.0,1.79
2013.0,4.02
2013.0,207.86
2013.0,210.99
2013.0,0.89
2013.0,0.89
2013.0,29.95
2013.0,38.0
2013.0,49.17
2013.0,52.3
2013.0,8.5
2013.0,3.13
2013.0,40.68
2013.0,44.7
2013.0,1.79
2013.0,1.79
2013.0,2.68
2013.0,4.47
2013.0,25.48
2013.0,31.29
2013.0,4.92
2013.0,8.94
2013.0,13.86
2013.0,15.65
2013.0,141.24
2013.0,147.05
2013.0,45.6
2013.0,48.73
2013.0,0.89
2013.0,1.79
2013.0,42.48
2013.0,51.42
2013.0,6.71
2013.0,10.73
2013.0,57.67
2013.0,1.79
2013.0,1.79
2013.0,4.02
2013.0,59.44
2013.0,61.23
2013.0,0.89
2013.0,0.89
2013.0,16.1
2013.0,20.12
2013.0,53.2
2013.0,3.13
2013.0,2.67
2013.0,4.46
2013.0,33.97
2013.0,42.02
2013.0,26.37
2013.0,0.89
2013.0,40.23
2013.0,47.38
2013.0,8.94
2013.0,13.86
2013.0,41.57
2013.0,44.7
2013.0,3.13
2013.0,7.15
2013.0,29.06
2013.0,42.02
2013.0,87.62
2013.0,90.75
2013.0,0.45
2013.0,1.34
2013.0,8.94
2013.0,12.07
2013.0,1.78
2013.0,0.89
2013.0,0.89
2013.0,1.79
2013.0,1.79
2013.0,3.58
2013.0,10.73
2013.0,16.54
2013.0,0.89
2013.0,1.78
2013.0,35.31
2013.0,41.12
2013.0,0.45
2013.0,1.79
2013.0,0.89
2013.0,3.13
2013.0,1.79
2013.0,6.71
2013.0,1.79
2013.0,0.89
2013.0,6.71
2013.0,11.63
2013.0,0.89
2013.0,1.78
2013.0,1.78
2013.0,2.67
2013.0,1.79
2013.0,3.13
2013.0,17.43
2013.0,20.56
2013.0,11.17
2013.0,14.3
2013.0,3.13
2013.0,6.26
2013.0,3.58
2013.0,3.13
2013.0,25.93
2013.0,0.89
2013.0,1.79
2013.0,4.92
2013.0,3.58
2013.0,6.71
2013.0,54.54
2013.0,56.33
2013.0,1.79
2013.0,3.58
2013.0,22.34
2013.0,25.47
2013.0,9.39
2013.0,11.18
2013.0,3.13
2013.0,6.26
2013.0,37.55
2013.0,41.57
2013.0,0.89
2013.0,1.79
2013.0,1.79
2013.0,0.89
2013.0,75.54
2013.0,81.35
2013.0,0.89
2013.0,3.13
2013.0,23.69
2013.0,27.71
2013.0,23.7
2013.0,28.62
2013.0,37.98
2013.0,5.81
2013.0,1.34
2013.0,3.13
2013.0,15.2
2013.0,20.12
2013.0,11.18
2013.0,12.97
2013.0,2.68
2013.0,0.89
2013.0,1.79
2013.0,3.58
2013.0,7.16
2013.0,0.89
2013.0,1.79
2013.0,0.89
2013.0,31.28
2013.0,35.3
2013.0,1.78
2013.0,0.89
2013.0,0.89
2013.0,0.89
2013.0,13.42
2013.0,17.44
2013.0,36.66
2013.0,38.45
2013.0,20.11
2013.0,23.24
2013.0,8.94
2013.0,12.96
2013.0,0.89
2013.0,0.89
2013.0,0.89
2013.0,0.89
2013.0,3.13
2013.0,6.26
2013.0,7.15
2013.0,1.79
2013.0,4.02
2013.0,7.15
2013.0,10.73
2013.0,15.65
2013.0,6.26
2013.0,0.89
2013.0,0.89
2013.0,1.78
2013.0,19.22
2013.0,26.37
2013.0,4.92
2013.0,8.05
2013.0,1.78
2013.0,4.02
2013.0,19.22
2013.0,22.35
2013.0,2.68
2013.0,3.57
2013.0,0.89
2013.0,1.79
2013.0,11.63
2013.0,14.76
2013.0,2.67
2013.0,3.56
2013.0,5.81
2013.0,4.02
2013.0,1.79
2013.0,0.89
2013.0,0.89
2013.0,1.79
2013.0,0.89
2013.0,3.13
2013.0,9.39
2013.0,11.18
2013.0,1.78
2013.0,1.79
2013.0,10.28
2013.0,4.02
2013.0,1.79
2013.0,5.81
2013.0,2.67
2013.0,0.89
2013.0,12.97
2013.0,14.76
2013.0,1.79
2013.0,3.13
2013.0,1.79
2013.0,0.89
2013.0,3.13
2013.0,1.79
2013.0,1.79
2013.0,4.92
2013.0,0.89
2013.0,0.89
2013.0,4.02
2013.0,7.15
2013.0,0.89
2013.0,1.78
2013.0,35.33
2013.0,37.12
2013.0,6.26
2013.0,8.05
2013.0,16.99
2013.0,1.79
2013.0,3.13
2013.0,4.02
2013.0,4.02
2013.0,7.15
2013.0,10.28
2013.0,13.41
2013.0,3.56
2013.0,1.79
2013.0,3.58
2013.0,0.89
2013.0,3.58
2013.0,5.37
2013.0,0.89
2013.0,3.13
2013.0,27.71
2013.0,31.73
2013.0,31.73
2013.0,35.75
2013.0,3.58
2013.0,0.89
2013.0,0.89
2013.0,1.79
2013.0,3.13
2013.0,4.92
2013.0,2.23
2013.0,3.12
2013.0,3.13
2013.0,4.92
2013.0,3.58
2013.0,3.13
2013.0,1.79
2013.0,0.89
2013.0,0.89
2013.0,0.89
2013.0,3.57
2013.0,4.46
2013.0,1.78
2013.0,2.67
2013.0,0.89
2013.0,0.89
2013.0,66.16
2013.0,77.34
2013.0,0.89
2013.0,1.78
2013.0,7.16
2013.0,8.05
2013.0,57.21
2013.0,61.23
2013.0,1.78
2013.0,2.67
2013.0,1.78
2013.0,0.89
2013.0,9.84
2013.0,10.73
2013.0,124.27
2013.0,0.89
2013.0,1.34
2013.0,2.23
2013.0,22.81
2013.0,25.94
2013.0,29.06
2013.0,36.21
2013.0,101.03
2013.0,105.95
2013.0,7.15
2013.0,11.17
2013.0,0.89
2013.0,0.89
2013.0,2.67
2013.0,1.79
2013.0,6.71
2013.0,9.84
2013.0,0.89
2013.0,0.89
2013.0,7.58
2013.0,0.89
2013.0,68.85
2013.0,76.0
2013.0,1.79
2013.0,1.79
2013.0,1.78
2013.0,4.02
2013.0,19.67
2013.0,23.69
2013.0,3.13
2013.0,4.02
2013.0,130.07
2013.0,138.12
2013.0,12.96
2013.0,18.77
2013.0,0.89
2013.0,1.79
2013.0,25.49
2013.0,1.79
2013.0,8.5
2013.0,12.52
2013.0,194.45
2013.0,196.24
2013.0,168.09
2013.0,176.14
2013.0,0.89
2013.0,1.78
2013.0,0.89
2013.0,0.89
2013.0,16.1
2013.0,20.12
2013.0,10.28
2013.0,14.3
2013.0,34.87
2013.0,46.05
2013.0,0.89
2013.0,3.13
2013.0,257.92
2013.0,265.97
2013.0,480.54
2013.0,485.46
2013.0,25.03
2013.0,30.84
2013.0,3.13
2013.0,3.13
2013.0,1.78
2013.0,4.02
2013.0,1.79
2013.0,4.92
2013.0,0.89
2013.0,1.79
2013.0,0.89
2013.0,1.78
2013.0,4.92
2013.0,0.89
2013.0,213.23
2013.0,220.38
2013.0,132.32
2013.0,142.15
2013.0,8.94
2013.0,20.12
2013.0,8.94
2013.0,12.07
2013.0,1.79
2013.0,1.79
2013.0,9.39
2013.0,12.52
2013.0,9.39
2013.0,12.52
2013.0,1.79
2013.0,5.81
2013.0,14.31
2013.0,16.1
2013.0,3.58
2013.0,1.79
2013.0,0.89
2013.0,1.78
2013.0,0.89
2013.0,1.79
2013.0,42.03
2013.0,50.08
2013.0,343.77
2013.0,347.79
2013.0,46.93
2013.0,52.74
2013.0,15.65
2013.0,19.67
2013.0,4.92
2013.0,0.89
2014.0,16.09
2014.0,21.9
2014.0,5.35
2014.0,5.8
2014.0,4.92
2014.0,6.71
2014.0,29.95
2014.0,34.87
2014.0,27.72
2014.0,29.51
2014.0,24.13
2014.0,28.15
2014.0,20.57
2014.0,23.7
2014.0,1.79
2014.0,4.92
2014.0,0.89
2014.0,8.94
2014.0,1.79
2014.0,0.89
2014.0,1.79
2014.0,3.13
2014.0,0.89
2014.0,1.79
2014.0,0.89
2014.0,1.79
2014.0,7.15
2014.0,12.07
2014.0,46.04
2014.0,50.06
2014.0,328.55
2014.0,3.13
2014.0,1.78
2014.0,1.79
2014.0,2.68
2014.0,4.47
2014.0,9.84
2014.0,12.97
2014.0,38.9
2014.0,42.92
2014.0,3.13
2014.0,4.92
2014.0,0.89
2014.0,1.79
2014.0,6.71
2014.0,10.73
2014.0,5.79
2014.0,0.89
2014.0,7.15
2014.0,12.96
2014.0,96.13
2014.0,104.18
2014.0,0.89
2014.0,1.79
2014.0,1.34
2014.0,0.89
2014.0,46.06
2014.0,47.85
2014.0,50.51
2014.0,55.43
2014.0,1.79
2014.0,4.92
2014.0,4.02
2014.0,8.04
2014.0,24.59
2014.0,28.61
2014.0,4.47
2014.0,0.89
2014.0,8.95
2014.0,0.89
2014.0,25.93
2014.0,0.89
2014.0,7.16
2014.0,8.95
2014.0,1.79
2014.0,3.13
2014.0,0.89
2014.0,0.45
2014.0,14.3
2014.0,16.09
2014.0,4.45
2014.0,5.34
2014.0,1.78
2014.0,0.89
2014.0,0.89
2014.0,1.78
2014.0,4.92
2014.0,1.79
2014.0,3.58
2014.0,5.37
2014.0,3.58
2014.0,0.89
2014.0,3.58
2014.0,1.79
2014.0,105.5
2014.0,110.42
2014.0,3.58
2014.0,5.37
2014.0,1.79
2014.0,3.58
2014.0,0.89
2014.0,1.79
2014.0,0.45
2014.0,0.89
2014.0,3.58
2014.0,1.79
2014.0,3.58
2014.0,6.71
2014.0,60.8
2014.0,63.93
2014.0,4.92
2014.0,8.05
2014.0,0.89
2014.0,0.89
2014.0,6.26
2014.0,10.28
2014.0,3.13
2014.0,6.26
2014.0,0.89
2014.0,4.02
2014.0,10.28
2014.0,12.07
2014.0,16.98
2014.0,21.0
2014.0,0.45
2014.0,0.89
2014.0,4.45
2014.0,5.34
2014.0,25.02
2014.0,0.89
2014.0,0.89
2014.0,1.78
2014.0,3.13
2014.0,3.13
2014.0,1.78
2014.0,4.02
2014.0,0.89
2014.0,0.89
2014.0,5.81
2014.0,12.96
2014.0,11.17
2014.0,7.15
2014.0,0.45
2014.0,0.9
2014.0,1.79
2014.0,0.89
2014.0,11.17
2014.0,16.09
2014.0,24.59
2014.0,27.72
2014.0,0.89
2014.0,1.79
2014.0,14.3
2014.0,18.32
2014.0,41.56
2014.0,43.35
2014.0,0.89
2014.0,1.79
2014.0,4.46
2014.0,1.79
2014.0,17.0
2014.0,18.79
2014.0,3.57
2014.0,5.36
2014.0,4.92
2014.0,4.02
2014.0,0.89
2014.0,1.79
2014.0,72.87
2014.0,76.0
2014.0,10.28
2014.0,14.3
2014.0,48.28
2014.0,53.2
2014.0,12.96
2014.0,17.88
2014.0,3.13
2014.0,3.13
2014.0,36.66
2014.0,38.45
2014.0,63.48
2014.0,66.61
2014.0,198.47
2014.0,207.41
2014.0,109.53
2014.0,123.39
2014.0,6.26
2014.0,11.18
2014.0,7.15
2014.0,10.28
2014.0,4.47
2014.0,0.89
2014.0,3.56
2014.0,4.92
2014.0,1.79
2014.0,3.58
2014.0,12.97
2014.0,0.89
2014.0,1.78
2014.0,1.79
2014.0,223.51
2014.0,4.02
2014.0,4.02
2014.0,1.79
2014.0,1.79
2014.0,4.92
2014.0,14.75
2014.0,20.56
2014.0,1.78
2014.0,2.67
2014.0,1.78
2014.0,3.13
2014.0,28.16
2014.0,36.21
2014.0,11.18
2014.0,15.2
2014.0,1.79
2014.0,0.89
2014.0,39.79
2014.0,48.73
2014.0,3.13
2014.0,0.89
2014.0,5.79
2014.0,6.68
2014.0,27.71
2014.0,33.52
2014.0,8.94
2014.0,14.75
2014.0,1.79
2014.0,3.13
2014.0,12.07
2014.0,16.09
2014.0,3.13
2014.0,1.79
2014.0,1.79
2014.0,3.58
2014.0,51.42
2014.0,54.55
2014.0,1.79
2014.0,4.92
2014.0,0.89
2014.0,1.78
2014.0,1.79
2014.0,4.92
2014.0,4.92
2014.0,0.89
2014.0,5.36
2014.0,8.49
2014.0,16.1
2014.0,17.89
2014.0,4.02
2014.0,7.15
2014.0,3.13
2014.0,7.15
2014.0,32.17
2014.0,36.19
2014.0,18.34
2014.0,19.23
2014.0,6.26
2014.0,8.05
2014.0,6.26
2014.0,8.05
2014.0,37.54
2014.0,40.67
2014.0,0.89
2014.0,2.68
2014.0,12.07
2014.0,3.13
2014.0,0.89
2014.0,1.79
2014.0,0.89
2014.0,0.89
2014.0,25.03
2014.0,29.05
2014.0,1.78
2014.0,4.02
2014.0,9.82
2014.0,1.79
2014.0,21.47
2014.0,4.02
2014.0,80.93
2014.0,82.72
2014.0,1.79
2014.0,3.58
2014.0,0.89
2014.0,1.79
2014.0,48.74
2014.0,49.63
2014.0,21.0
2014.0,25.02
2014.0,6.71
2014.0,11.18
2014.0,7.15
2014.0,3.13
2014.0,1.79
2014.0,1.79
2014.0,17.44
2014.0,19.23
2014.0,1.78
2014.0,3.57
2014.0,4.92
2014.0,8.05
2014.0,14.75
2014.0,1.79
2014.0,14.3
2014.0,17.43
2014.0,0.89
2014.0,1.34
2014.0,10.28
2014.0,13.41
2014.0,43.8
2014.0,45.59
2014.0,66.63
2014.0,68.42
2014.0,123.37
2014.0,129.18
2014.0,0.89
2014.0,1.78
2014.0,1.79
2014.0,3.58
2014.0,1.79
2014.0,3.58
2014.0,0.45
2014.0,0.89
2014.0,12.97
2014.0,16.1
2014.0,21.01
2014.0,1.79
2014.0,31.29
2014.0,34.42
2014.0,1.79
2014.0,3.58
2014.0,3.58
2014.0,4.02
2014.0,1.79
2014.0,0.45
2014.0,3.13
2014.0,3.13
2014.0,13.86
2014.0,19.67
2014.0,3.58
2014.0,6.71
2014.0,0.89
2014.0,1.79
2014.0,12.97
2014.0,16.99
2014.0,38.88
2014.0,40.67
2014.0,0.89
2014.0,1.78
2014.0,0.89
2014.0,3.13
2014.0,7.15
2014.0,11.17
2014.0,11.63
2014.0,3.13
2014.0,4.92
2014.0,6.71
2014.0,5.37
2014.0,6.26
2014.0,2.68
2014.0,0.89
2014.0,0.89
2014.0,1.78
2014.0,0.89
2014.0,1.78
2014.0,3.58
2014.0,1.79
2014.0,0.89
2014.0,4.92
2014.0,4.92
2014.0,8.05
2014.0,0.89
2014.0,0.89
2014.0,16.54
2014.0,19.67
2014.0,2.67
2014.0,3.56
2014.0,0.89
2014.0,1.78
2014.0,5.37
2014.0,0.89
2014.0,0.89
2014.0,0.89
2014.0,4.02
2014.0,8.04
2014.0,7.15
2014.0,10.28
2014.0,11.63
2014.0,13.42
2014.0,13.41
2014.0,16.54
2014.0,10.28
2014.0,14.3
2014.0,5.37
2014.0,10.29
2014.0,1.78
2014.0,2.67
2014.0,1.78
2014.0,2.23
2014.0,0.89
2014.0,1.79
2014.0,9.39
2014.0,12.52
2014.0,0.89
2014.0,1.79
2014.0,2.67
2014.0,1.79
2014.0,33.1
2014.0,0.89
2014.0,9.84
2014.0,12.97
2014.0,5.37
2014.0,0.89
2014.0,25.49
2014.0,26.38
2014.0,4.02
2014.0,9.83
2014.0,0.89
2014.0,2.68
2014.0,0.89
2014.0,2.68
2014.0,1.79
2014.0,0.89
2014.0,1.78
2014.0,0.89
2014.0,16.1
2014.0,20.12
2014.0,2.68
2014.0,1.79
2014.0,4.91
2014.0,5.8
2014.0,4.9
2014.0,5.79
2014.0,6.26
2014.0,10.28
2014.0,1.34
2014.0,2.23
2014.0,0.89
2014.0,0.89
2014.0,4.02
2014.0,7.15
2014.0,2.68
2014.0,0.89
2014.0,10.74
2014.0,12.53
2014.0,5.37
2014.0,7.16
2014.0,11.17
2014.0,15.19
2014.0,1.78
2014.0,2.67
2014.0,5.35
2014.0,1.79
2014.0,2.67
2014.0,0.89
2014.0,0.89
2014.0,1.78
2014.0,210.08
2014.0,218.13
2014.0,4.45
2014.0,5.34
2014.0,6.71
2014.0,8.5
2014.0,55.88
2014.0,59.01
2014.0,0.89
2014.0,0.89
2014.0,12.52
2014.0,16.54
2014.0,8.05
2014.0,11.18
2014.0,133.68
2014.0,140.83
2014.0,0.89
2014.0,1.78
2014.0,1.79
2014.0,3.13
2014.0,0.89
2014.0,1.78
2014.0,1.79
2014.0,3.58
2014.0,1.79
2014.0,4.92
2014.0,1.79
2014.0,0.89
2014.0,11.17
2014.0,0.89
2014.0,3.13
2014.0,6.26
2014.0,0.45
2014.0,1.79
2014.0,1.78
2014.0,2.67
2014.0,1.78
2014.0,1.79
2014.0,3.13
2014.0,4.02
2014.0,0.89
2014.0,1.78
2014.0,89.86
2014.0,101.04
2014.0,388.48
2014.0,390.27
2014.0,20.11
2014.0,25.92
2014.0,64.37
2014.0,70.18
2014.0,3.58
2014.0,0.45
2014.0,1.79
2014.0,3.58
2014.0,3.13
2014.0,1.79
2014.0,0.89
2014.0,0.89
2014.0,168.97
2014.0,173.89
2014.0,126.05
2014.0,131.86
2014.0,1.78
2014.0,2.67
2014.0,9.83
2014.0,18.77
2014.0,280.27
2014.0,286.08
2014.0,1.79
2014.0,1.79
2014.0,22.35
2014.0,30.4
2014.0,262.85
2014.0,270.0
2014.0,0.89
2014.0,1.78
2014.0,9.39
2014.0,12.52
2014.0,25.03
2014.0,30.84
2014.0,2.68
2014.0,4.47
2014.0,13.42
2014.0,16.55
2014.0,20.11
2014.0,25.92
2014.0,1.79
2014.0,0.89
2014.0,143.03
2014.0,150.18
2014.0,249.85
